"","year","age","gender","race","education"
"52434","2012","6. 65 - 74","1. Male","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"52435","2012","6. 65 - 74","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52436","2012","5. 55 - 64","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52437","2012","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52438","2012","6. 65 - 74","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52439","2012","6. 65 - 74","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52440","2012","5. 55 - 64","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52441","2012","6. 65 - 74","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52442","2012","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52443","2012","6. 65 - 74","1. Male","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"52444","2012","6. 65 - 74","1. Male","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"52445","2012","3. 35 - 44","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52446","2012","2. 25 - 34","2. Female","3. Hispanic","4. College or advanced degree (no cases 1948)"
"52447","2012","6. 65 - 74","1. Male","3. Hispanic","3. Some college (13 grades or more but no degree;"
"52448","2012","6. 65 - 74","2. Female","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"52449","2012","6. 65 - 74","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52450","2012","2. 25 - 34","2. Female","2. Black non-Hispanic","1. Grade school or less (0-8 grades)"
"52451","2012","7. 75 - 99 and over (except 1954)","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52452","2012","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52453","2012","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52454","2012","6. 65 - 74","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52455","2012","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52456","2012","4. 45 - 54","1. Male","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"52457","2012","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52458","2012","6. 65 - 74","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52459","2012","4. 45 - 54","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52460","2012","5. 55 - 64","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52461","2012","4. 45 - 54","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52462","2012","2. 25 - 34","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52463","2012","5. 55 - 64","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52464","2012","6. 65 - 74","2. Female","3. Hispanic","4. College or advanced degree (no cases 1948)"
"52465","2012","6. 65 - 74","2. Female","3. Hispanic","4. College or advanced degree (no cases 1948)"
"52466","2012","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52467","2012","7. 75 - 99 and over (except 1954)","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52468","2012","6. 65 - 74","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52469","2012","6. 65 - 74","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52470","2012","4. 45 - 54","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52471","2012","3. 35 - 44","1. Male","4. Other or multiple races, non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52472","2012","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52473","2012","7. 75 - 99 and over (except 1954)","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52474","2012","5. 55 - 64","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52475","2012","4. 45 - 54","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52476","2012","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52477","2012","5. 55 - 64","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52478","2012","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52479","2012","6. 65 - 74","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52480","2012","5. 55 - 64","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52481","2012","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52482","2012","5. 55 - 64","1. Male","3. Hispanic","4. College or advanced degree (no cases 1948)"
"52483","2012","5. 55 - 64","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52485","2012","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52486","2012","2. 25 - 34","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52487","2012","3. 35 - 44","1. Male","3. Hispanic","3. Some college (13 grades or more but no degree;"
"52488","2012","3. 35 - 44","2. Female","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52489","2012","6. 65 - 74","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52490","2012","5. 55 - 64","1. Male","4. Other or multiple races, non-Hispanic","3. Some college (13 grades or more but no degree;"
"52491","2012","3. 35 - 44","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52492","2012","6. 65 - 74","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52493","2012","6. 65 - 74","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52494","2012","6. 65 - 74","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52495","2012","4. 45 - 54","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52496","2012","5. 55 - 64","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52497","2012","5. 55 - 64","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52498","2012","5. 55 - 64","1. Male","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52499","2012","5. 55 - 64","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52501","2012","5. 55 - 64","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52502","2012","6. 65 - 74","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52503","2012","6. 65 - 74","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52504","2012","6. 65 - 74","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52505","2012","5. 55 - 64","1. Male","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"52506","2012","4. 45 - 54","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52507","2012","7. 75 - 99 and over (except 1954)","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52508","2012","6. 65 - 74","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52509","2012","3. 35 - 44","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52510","2012","4. 45 - 54","1. Male","3. Hispanic","3. Some college (13 grades or more but no degree;"
"52511","2012","3. 35 - 44","1. Male","3. Hispanic","3. Some college (13 grades or more but no degree;"
"52512","2012","6. 65 - 74","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52513","2012","6. 65 - 74","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52514","2012","2. 25 - 34","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52515","2012","6. 65 - 74","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52516","2012","6. 65 - 74","2. Female","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52517","2012","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52518","2012","4. 45 - 54","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52519","2012","4. 45 - 54","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52520","2012","6. 65 - 74","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52521","2012","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52522","2012","4. 45 - 54","2. Female","3. Hispanic","4. College or advanced degree (no cases 1948)"
"52523","2012","5. 55 - 64","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52524","2012","5. 55 - 64","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52525","2012","2. 25 - 34","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52526","2012","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52527","2012","1. 17 - 24","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52528","2012","4. 45 - 54","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52529","2012","5. 55 - 64","1. Male","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"52530","2012","3. 35 - 44","1. Male","4. Other or multiple races, non-Hispanic","4. College or advanced degree (no cases 1948)"
"52531","2012","4. 45 - 54","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52532","2012","5. 55 - 64","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52533","2012","5. 55 - 64","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52534","2012","7. 75 - 99 and over (except 1954)","1. Male","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52535","2012","5. 55 - 64","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52536","2012","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52537","2012","5. 55 - 64","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52538","2012","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52539","2012","5. 55 - 64","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52540","2012","4. 45 - 54","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52541","2012","3. 35 - 44","2. Female","4. Other or multiple races, non-Hispanic","4. College or advanced degree (no cases 1948)"
"52542","2012","3. 35 - 44","1. Male","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"52543","2012","4. 45 - 54","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52544","2012","5. 55 - 64","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52545","2012","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52546","2012","3. 35 - 44","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52547","2012","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52548","2012","3. 35 - 44","1. Male","2. Black non-Hispanic","4. College or advanced degree (no cases 1948)"
"52549","2012","1. 17 - 24","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52550","2012","6. 65 - 74","2. Female","2. Black non-Hispanic","4. College or advanced degree (no cases 1948)"
"52551","2012","4. 45 - 54","2. Female","4. Other or multiple races, non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52552","2012","3. 35 - 44","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52553","2012","5. 55 - 64","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52554","2012","2. 25 - 34","1. Male","4. Other or multiple races, non-Hispanic","4. College or advanced degree (no cases 1948)"
"52555","2012","2. 25 - 34","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52556","2012","6. 65 - 74","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52557","2012","5. 55 - 64","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52558","2012","5. 55 - 64","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52559","2012","6. 65 - 74","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52560","2012","3. 35 - 44","2. Female","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"52561","2012","4. 45 - 54","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52562","2012","1. 17 - 24","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52563","2012","5. 55 - 64","2. Female","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52564","2012","7. 75 - 99 and over (except 1954)","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52565","2012","5. 55 - 64","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52566","2012","5. 55 - 64","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52567","2012","5. 55 - 64","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52568","2012","7. 75 - 99 and over (except 1954)","1. Male","3. Hispanic","4. College or advanced degree (no cases 1948)"
"52569","2012","2. 25 - 34","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52570","2012","5. 55 - 64","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52571","2012","7. 75 - 99 and over (except 1954)","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52572","2012","6. 65 - 74","1. Male","3. Hispanic","4. College or advanced degree (no cases 1948)"
"52573","2012","6. 65 - 74","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52574","2012","2. 25 - 34","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52575","2012","4. 45 - 54","1. Male","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"52576","2012","5. 55 - 64","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52577","2012","3. 35 - 44","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52578","2012","1. 17 - 24","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52579","2012","5. 55 - 64","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52580","2012","5. 55 - 64","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52581","2012","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52582","2012","5. 55 - 64","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52583","2012","4. 45 - 54","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52584","2012","5. 55 - 64","1. Male","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52585","2012","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52586","2012","3. 35 - 44","1. Male","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"52587","2012","4. 45 - 54","1. Male","2. Black non-Hispanic","4. College or advanced degree (no cases 1948)"
"52588","2012","4. 45 - 54","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52589","2012","6. 65 - 74","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52590","2012","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52591","2012","3. 35 - 44","1. Male","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52592","2012","6. 65 - 74","1. Male","4. Other or multiple races, non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52593","2012","3. 35 - 44","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52595","2012","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52596","2012","5. 55 - 64","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52597","2012","5. 55 - 64","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52598","2012","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52599","2012","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","1. Grade school or less (0-8 grades)"
"52600","2012","1. 17 - 24","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52601","2012","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52602","2012","5. 55 - 64","2. Female","4. Other or multiple races, non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52605","2012","5. 55 - 64","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52606","2012","6. 65 - 74","1. Male","2. Black non-Hispanic","4. College or advanced degree (no cases 1948)"
"52607","2012","5. 55 - 64","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52608","2012","4. 45 - 54","1. Male","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52609","2012","4. 45 - 54","2. Female","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52610","2012","6. 65 - 74","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52611","2012","7. 75 - 99 and over (except 1954)","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52612","2012","6. 65 - 74","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52613","2012","1. 17 - 24","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52614","2012","6. 65 - 74","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52615","2012","1. 17 - 24","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52616","2012","5. 55 - 64","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52617","2012","4. 45 - 54","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52618","2012","5. 55 - 64","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52619","2012","6. 65 - 74","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52620","2012","2. 25 - 34","2. Female","1. White non-Hispanic","1. Grade school or less (0-8 grades)"
"52621","2012","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52622","2012","6. 65 - 74","2. Female","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"52623","2012","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52624","2012","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52625","2012","3. 35 - 44","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52626","2012","5. 55 - 64","1. Male","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"52627","2012","5. 55 - 64","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52628","2012","6. 65 - 74","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52629","2012","6. 65 - 74","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52630","2012","5. 55 - 64","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52631","2012","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52632","2012","6. 65 - 74","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52633","2012","2. 25 - 34","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52634","2012","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52635","2012","4. 45 - 54","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52636","2012","7. 75 - 99 and over (except 1954)","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52637","2012","3. 35 - 44","1. Male","4. Other or multiple races, non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52638","2012","3. 35 - 44","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52639","2012","5. 55 - 64","1. Male","3. Hispanic","3. Some college (13 grades or more but no degree;"
"52640","2012","1. 17 - 24","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52641","2012","4. 45 - 54","1. Male","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"52642","2012","1. 17 - 24","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52643","2012","5. 55 - 64","2. Female","4. Other or multiple races, non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52644","2012","6. 65 - 74","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52645","2012","5. 55 - 64","2. Female","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"52646","2012","6. 65 - 74","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52647","2012","5. 55 - 64","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52648","2012","5. 55 - 64","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52649","2012","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52650","2012","4. 45 - 54","1. Male","4. Other or multiple races, non-Hispanic","1. Grade school or less (0-8 grades)"
"52651","2012","7. 75 - 99 and over (except 1954)","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52652","2012","5. 55 - 64","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52653","2012","5. 55 - 64","2. Female","2. Black non-Hispanic","4. College or advanced degree (no cases 1948)"
"52654","2012","5. 55 - 64","2. Female","3. Hispanic","3. Some college (13 grades or more but no degree;"
"52655","2012","5. 55 - 64","1. Male","4. Other or multiple races, non-Hispanic","4. College or advanced degree (no cases 1948)"
"52656","2012","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52657","2012","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52658","2012","4. 45 - 54","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52659","2012","6. 65 - 74","1. Male","2. Black non-Hispanic","4. College or advanced degree (no cases 1948)"
"52660","2012","3. 35 - 44","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52661","2012","6. 65 - 74","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52662","2012","1. 17 - 24","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52663","2012","6. 65 - 74","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52664","2012","6. 65 - 74","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52665","2012","6. 65 - 74","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52666","2012","7. 75 - 99 and over (except 1954)","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52667","2012","6. 65 - 74","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52668","2012","7. 75 - 99 and over (except 1954)","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52669","2012","5. 55 - 64","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52670","2012","4. 45 - 54","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52671","2012","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52672","2012","5. 55 - 64","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52673","2012","4. 45 - 54","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52674","2012","4. 45 - 54","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52675","2012","4. 45 - 54","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52676","2012","1. 17 - 24","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52677","2012","4. 45 - 54","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52678","2012","6. 65 - 74","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52679","2012","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52680","2012","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52681","2012","3. 35 - 44","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52682","2012","3. 35 - 44","2. Female","3. Hispanic","4. College or advanced degree (no cases 1948)"
"52683","2012","4. 45 - 54","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52684","2012","5. 55 - 64","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52685","2012","5. 55 - 64","2. Female","3. Hispanic","4. College or advanced degree (no cases 1948)"
"52686","2012","2. 25 - 34","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52687","2012","6. 65 - 74","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52688","2012","6. 65 - 74","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52689","2012","6. 65 - 74","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52690","2012","5. 55 - 64","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52691","2012","5. 55 - 64","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52692","2012","1. 17 - 24","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52693","2012","7. 75 - 99 and over (except 1954)","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52694","2012","5. 55 - 64","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52695","2012","5. 55 - 64","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52696","2012","5. 55 - 64","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52697","2012","6. 65 - 74","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"52698","2012","4. 45 - 54","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52699","2012","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"52700","2012","1. 17 - 24","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"52701","2012","6. 65 - 74","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
